Input Term,Best Match,URI,Similarity Score
mesenteric connective tissue,specialized connective tissue,http://purl.obolibrary.org/obo/UBERON_3000571,0.7740
mesenteric conn. tissue,dense mesenchyme tissue,http://purl.obolibrary.org/obo/UBERON_0007524,0.7699
mesenteric cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6913
mesenteric gland,mesenchyme of submandibular gland,http://purl.obolibrary.org/obo/UBERON_0003418,0.7836
mesenteric & hepatic portal,hepatic portal system,http://purl.obolibrary.org/obo/UBERON_0010194,0.7587
mesenteric & liver cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6448
mesenteric lymph gland,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.8923
mesenteric lymph glands,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.8811
mesenteric lymph node,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,1.0000
mesenteric lymph node cyst,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.8854
mesenteric nodules,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.7281
mesenteric vein,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,1.0000
mesenteric vein lg intestine,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.7891
mesenteric veins,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.9477
mesenteric veins,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.9477
heart,heart,http://purl.obolibrary.org/obo/UBERON_0000948,1.0000
mesenteric veins,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.9477
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
mesenteric venules,venule,http://purl.obolibrary.org/obo/UBERON_0001979,0.6720
mesenteric vessel,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.8095
mesenteric vessels,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,0.7854
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
mesenteries around sm intestin,mesentery of small intestine,http://purl.obolibrary.org/obo/UBERON_0001170,0.7855
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
cecae,cercaria,http://purl.obolibrary.org/obo/UBERON_0018388,0.7417
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
coelomic cavity,extraembryonic coelomic cavity,http://purl.obolibrary.org/obo/UBERON_0003888,0.8394
mesenteries cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6652
mesenteries (encapsulated),intermediate mesenchyme,http://purl.obolibrary.org/obo/UBERON_0005494,0.6723
mesenteries (encysted),mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.6718
mesenteries-encysted,mesenchyme,http://purl.obolibrary.org/obo/UBERON_0003104,0.6579
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
fat bodies,obsolete fat body,http://purl.obolibrary.org/obo/UBERON_0001014,0.7164
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
gut,presumptive gut,http://purl.obolibrary.org/obo/UBERON_0007026,0.7865
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
heart,heart,http://purl.obolibrary.org/obo/UBERON_0000948,1.0000
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
liver cysts,subcapsular region of liver,http://purl.obolibrary.org/obo/UBERON_8400024,0.5845
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
(encysted),enal,http://purl.obolibrary.org/obo/CHEBI_51688,0.6182
mesenteries-liver,kidney mesenchyme,http://purl.obolibrary.org/obo/UBERON_0003918,0.6834
gizzard,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,1.0000
int,integument,http://purl.obolibrary.org/obo/UBERON_0002199,0.5927
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
kidney,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,1.0000
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
lymph nodes,lymph node,http://purl.obolibrary.org/obo/UBERON_0000029,0.9517
mesenteries near liver,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,0.6921
mesenteries of sm intestine,mesentery of small intestine,http://purl.obolibrary.org/obo/UBERON_0001170,0.8096
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
ovaries,ovary,http://purl.obolibrary.org/obo/UBERON_0000992,0.8327
mesenteries- sm intestine,mesentery of small intestine,http://purl.obolibrary.org/obo/UBERON_0001170,0.8153
mesenteron,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8193
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
mesentery blood vessel,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,0.7692
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
body cavity,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,0.8467
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
bowel serosa,serosa of colon,http://purl.obolibrary.org/obo/UBERON_0003335,0.8498
mesentery (cyst),mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6548
mesentery cyst,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6548
mesentery (cysts),mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6480
mesentery cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6453
mesentery cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6453
body cavity,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,0.8467
mesentery cysts,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,0.6453
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
dorsal musculature,dorsal fin musculature,http://purl.obolibrary.org/obo/UBERON_2000648,0.8275
mesentery (encysted),mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8761
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
gas bladder,swim bladder gas gland,http://purl.obolibrary.org/obo/UBERON_0017628,0.7268
mesentery - genital,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.7647
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
gizzard fat,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,0.7893
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
gut,presumptive gut,http://purl.obolibrary.org/obo/UBERON_0007026,0.7865
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
lg intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.7717
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
heart,heart,http://purl.obolibrary.org/obo/UBERON_0000948,1.0000
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
kidney,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,1.0000
mesentery near liver,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.7185
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,1.0000
peritoneum,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
meserenteric arteries,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,0.7912
mesertery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8488
mes. lymphnode,lymph,http://purl.obolibrary.org/obo/UBERON_0002391,0.7073
brain,brain,http://purl.obolibrary.org/obo/UBERON_0000955,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,1.0000
mesogela near radial canal,notochordal canal,http://purl.obolibrary.org/obo/UBERON_0013704,0.6360
mesoglea (encysted),mesobronchus,http://purl.obolibrary.org/obo/UBERON_0009071,0.6219
messenteric vein,vein of abdomen,http://purl.obolibrary.org/obo/UBERON_0013126,0.7503
messentery cyst near gizzard,chalazal cyst,http://purl.obolibrary.org/obo/PO_0000201,0.5678
mestentaries,mesenchyme,http://purl.obolibrary.org/obo/UBERON_0003104,0.6501
mes.vein,vein,http://purl.obolibrary.org/obo/UBERON_0001638,0.7869
lg int,L-tyrosinal(1+),http://purl.obolibrary.org/obo/CHEBI_141668,0.4937
lungs,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.9225
metartasal joints,metacarpophalangeal joint,http://purl.obolibrary.org/obo/UBERON_0003695,0.7660
metatarsal connective tissue,metatarsal bone,http://purl.obolibrary.org/obo/UBERON_0001448,0.7366
metatarsal conn. tissue,metatarsal bone,http://purl.obolibrary.org/obo/UBERON_0001448,0.6904
m&f pair in each gill chamber,external gill,http://purl.obolibrary.org/obo/UBERON_0008891,0.5456
middle ear,middle ear,http://purl.obolibrary.org/obo/UBERON_0001756,1.0000
mid gut,midgut,http://purl.obolibrary.org/obo/UBERON_0001045,0.6994
midgut,midgut,http://purl.obolibrary.org/obo/UBERON_0001045,1.0000
midgut-peritropic mem & epithe,mesentery of midgut,http://purl.obolibrary.org/obo/UBERON_0003284,0.7871
mid intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8410
mid-intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8478
midline,midline column,http://purl.obolibrary.org/obo/UBERON_2000241,0.7313
ventral surface,ventral to,http://purl.obolibrary.org/obo/PATO_0001196,0.7888
mid & lower intestine,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,0.7189
milked from teats,milk,http://purl.obolibrary.org/obo/UBERON_0001913,0.6204
Mossy logs,mossy fiber,http://purl.obolibrary.org/obo/UBERON_2002210,0.4764
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
mouth cavity,oral cavity,http://purl.obolibrary.org/obo/UBERON_0000167,0.9270
mouth cavity-palate,oral cavity,http://purl.obolibrary.org/obo/UBERON_0000167,0.8139
mouth cavity,oral cavity,http://purl.obolibrary.org/obo/UBERON_0000167,0.9270
trachea,trachea,http://purl.obolibrary.org/obo/UBERON_0003126,1.0000
mouth epithelium,oral epithelium,http://purl.obolibrary.org/obo/UBERON_0002424,0.8994
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
eustachian tube,ischial tuberosity,http://purl.obolibrary.org/obo/UBERON_0034983,0.7660
mouth & fauces,fauces,http://purl.obolibrary.org/obo/UBERON_0035120,0.7953
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
gill arch,pharyngeal arch derived gill,http://purl.obolibrary.org/obo/UBERON_0011150,0.7717
mouth & gills,mouth of a watercourse,http://purl.obolibrary.org/obo/ENVO_00000479,0.6720
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
gill tissue,gill tissue material,http://purl.obolibrary.org/obo/ENVO_01001391,0.9316
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
gullet,sleet pellet,http://purl.obolibrary.org/obo/ENVO_03400015,0.7198
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
gullet,sleet pellet,http://purl.obolibrary.org/obo/ENVO_03400015,0.7198
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,1.0000
mouth mucosa,mouth mucosa,http://purl.obolibrary.org/obo/UBERON_0003729,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
body cavity,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,0.8467
mouth or esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,0.8132
mouthparts,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,0.7022
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
pharynx,pharynx,http://purl.obolibrary.org/obo/UBERON_0006562,1.0000
mouth pouch,cheek pouch,http://purl.obolibrary.org/obo/UBERON_0008802,0.8239
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
throat,throat,http://purl.obolibrary.org/obo/UBERON_0000341,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
tongue (encapsulated),surface of tongue,http://purl.obolibrary.org/obo/UBERON_0007367,0.7053
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
tounge,toluenes,http://purl.obolibrary.org/obo/CHEBI_27024,0.5968
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
tracea,tracer,http://purl.obolibrary.org/obo/CHEBI_35204,0.7586
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
trachea,trachea,http://purl.obolibrary.org/obo/UBERON_0003126,1.0000
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,1.0000
under skin,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,0.6586
moving on body surface,body part movement,http://purl.obolibrary.org/obo/NBO_0000001,0.7632
mucosa,mucosa,http://purl.obolibrary.org/obo/UBERON_0000344,1.0000
mucosa (encysted),mucosa,http://purl.obolibrary.org/obo/UBERON_0000344,0.8301
mucosa esophagus,esophagus mucosa,http://purl.obolibrary.org/obo/UBERON_0002469,0.9901
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
mucosa hard palate,mucosa of hard palate,http://purl.obolibrary.org/obo/UBERON_0005046,0.9616
mucosal,mucosa,http://purl.obolibrary.org/obo/UBERON_0000344,0.8932
muscular layers,layer of muscle tissue,http://purl.obolibrary.org/obo/UBERON_0018260,0.7537
mucosal nodules,epithelium of mucosa,http://purl.obolibrary.org/obo/UBERON_0003350,0.6675
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
mucosal wall scrapings,mucosa of lip,http://purl.obolibrary.org/obo/UBERON_0036294,0.5158
mucosa nasal vestibule,nasal vestibule,http://purl.obolibrary.org/obo/UBERON_0000402,0.8615
mucosa of gizzard,mucosa,http://purl.obolibrary.org/obo/UBERON_0000344,0.7039
mucosa of nasal vestibule,vestibule of nasal cavity,http://purl.obolibrary.org/obo/UBERON_0013732,0.8411
mucosa of stomach,mucosa of stomach,http://purl.obolibrary.org/obo/UBERON_0001199,1.0000
mucosa stomach,mucosa of stomach,http://purl.obolibrary.org/obo/UBERON_0001199,0.9638
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
mucosa swimbladder,mucosa of gallbladder,http://purl.obolibrary.org/obo/UBERON_0005033,0.7582
mucous lining of cheek,mucous gland,http://purl.obolibrary.org/obo/UBERON_0000414,0.7572
mucous membrane,mucous gland,http://purl.obolibrary.org/obo/UBERON_0000414,0.7974
mucus membrane mouth & pharynx,musculature of pharynx,http://purl.obolibrary.org/obo/UBERON_0004467,0.7052
mucus membrane of pylorus,mucosa of pylorus,http://purl.obolibrary.org/obo/UBERON_0004998,0.8004
muscle,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8059
muscle (abdominal & epaxial),muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,0.7904
muscle (abdominal,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,0.9132
epaxial),epaxialis,http://purl.obolibrary.org/obo/UBERON_2000349,0.7743
muscle (abdominal region),abdominal segment muscle,http://purl.obolibrary.org/obo/UBERON_0003833,0.8838
muscle,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8059
along gi tract,pineal tract,http://purl.obolibrary.org/obo/UBERON_0034715,0.6686
muscle beneath plura,muscle layer of cloaca,http://purl.obolibrary.org/obo/UBERON_0012486,0.6049
muscle chamber,muscle organ,http://purl.obolibrary.org/obo/UBERON_0001630,0.7441
muscle,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8059
conn.tissue,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,0.7690
kidney,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,1.0000
muscle cyst,cystic artery,http://purl.obolibrary.org/obo/UBERON_0039222,0.5975
muscle cysts,uterine smooth muscle cell,http://purl.obolibrary.org/obo/CL_0002601,0.5948
muscle digest,digestion,http://purl.obolibrary.org/obo/GO_0007586,0.7969
muscle (encysted),interscutular muscle,http://purl.obolibrary.org/obo/UBERON_0010951,0.7045
muscle facia head,muscle head,http://purl.obolibrary.org/obo/UBERON_0011906,0.8190
neck,neck,http://purl.obolibrary.org/obo/UBERON_0000974,1.0000
muscle fasciae fore shin,fascia,http://purl.obolibrary.org/obo/UBERON_0008982,0.7190
muscle- gast,chest muscle,http://purl.obolibrary.org/obo/UBERON_0002426,0.6137
pect,pecten oculi,http://purl.obolibrary.org/obo/UBERON_0007622,0.7620
tri,triradiate,http://purl.obolibrary.org/obo/PATO_0002391,0.7143
muscle- gast,chest muscle,http://purl.obolibrary.org/obo/UBERON_0002426,0.6137
tri,triradiate,http://purl.obolibrary.org/obo/PATO_0002391,0.7143
pect,pecten oculi,http://purl.obolibrary.org/obo/UBERON_0007622,0.7620
muscle in cysts,muscle of pelvic girdle,http://purl.obolibrary.org/obo/UBERON_0001497,0.6199
muscle & intestine,muscle layer of intestine,http://purl.obolibrary.org/obo/UBERON_0012367,0.8387
muscle (longissimus dorsi),longissimus muscle,http://purl.obolibrary.org/obo/UBERON_0000392,0.8578
muscle,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8059
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
muscle of stomach,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,0.9186
muscle- pect,pectineus muscle,http://purl.obolibrary.org/obo/UBERON_0001382,0.8614
gast,gastropege,http://purl.obolibrary.org/obo/UBERON_0012444,0.6015
tri,triradiate,http://purl.obolibrary.org/obo/PATO_0002391,0.7143
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
muscles.,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7070
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,1.0000
muscles (all sections),muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7805
muscles at base of tail,post-anal tail muscle,http://purl.obolibrary.org/obo/UBERON_0003665,0.6879
muscles base of tail,tail base gland,http://purl.obolibrary.org/obo/UBERON_3010202,0.7189
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
body cavity,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,0.8467
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
conn. tissue groin,abdomen connective tissue,http://purl.obolibrary.org/obo/UBERON_0003567,0.6359
muscles (encysted),muscle of back,http://purl.obolibrary.org/obo/UBERON_0002324,0.6921
muscles (encysted),muscle of back,http://purl.obolibrary.org/obo/UBERON_0002324,0.6921
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
fins,fin,http://purl.obolibrary.org/obo/UBERON_0008897,0.7284
dermis,dermis,http://purl.obolibrary.org/obo/UBERON_0002067,1.0000
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
gizzard muscle,gizzard smooth muscle,http://purl.obolibrary.org/obo/UBERON_0011903,0.8940
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
heart,heart,http://purl.obolibrary.org/obo/UBERON_0000948,1.0000
muscle sheaths,tendon sheath,http://purl.obolibrary.org/obo/UBERON_0000304,0.7551
muscles hind leg,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8248
muscles-hind leg,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8364
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
kidney,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,1.0000
muscles leg,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.9381
body cavity,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,0.8467
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,0.8191
muscles of back (encysted),muscle of back,http://purl.obolibrary.org/obo/UBERON_0002324,0.8878
muscles of thigh,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8589
muscle spaces,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7174
muscles skeletal,skeletal muscle tissue,http://purl.obolibrary.org/obo/UBERON_0001134,0.8178
muscles-skin,skin muscle,http://purl.obolibrary.org/obo/UBERON_0004253,0.9140
udders,udder,http://purl.obolibrary.org/obo/UBERON_0013216,0.8843
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,1.0000
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,1.0000
muscles- thigh,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.7655
muscles-thigh,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.7655
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
muscles,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7885
upper hind legs,upper leg bone,http://purl.obolibrary.org/obo/UBERON_0003826,0.7513
muscle (tail),post-anal tail muscle,http://purl.obolibrary.org/obo/UBERON_0003665,0.7469
muscle tissue,muscle tissue,http://purl.obolibrary.org/obo/UBERON_0002385,1.0000
muscle tissue (embedded),muscle tissue,http://purl.obolibrary.org/obo/UBERON_0002385,0.8868
muscle,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8059
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
muscle,muscle of leg,http://purl.obolibrary.org/obo/UBERON_0001383,0.8059
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,1.0000
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,1.0000
muscle under dorsal fin,dorsal fin musculature,http://purl.obolibrary.org/obo/UBERON_2000648,0.8646
muscle under integument,interscutular muscle,http://purl.obolibrary.org/obo/UBERON_0010951,0.7334
muscle wall (encysted),obsolete muscle of body wall,http://purl.obolibrary.org/obo/UBERON_0003896,0.7530
muscle wall sm intestine,muscle layer of intestine,http://purl.obolibrary.org/obo/UBERON_0012367,0.7826
muscle with cysts,muscle of pelvic girdle,http://purl.obolibrary.org/obo/UBERON_0001497,0.6034
muscualr system,musculoskeletal system,http://purl.obolibrary.org/obo/UBERON_0002204,0.8897
tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,1.0000
muscular coat of stomach,muscular coat of digestive tract,http://purl.obolibrary.org/obo/UBERON_0018261,0.8399
MuscularSkeletalSystem,muscularis orbicularis,http://purl.obolibrary.org/obo/UBERON_0013497,0.7200
muscular,muscle structure,http://purl.obolibrary.org/obo/UBERON_0005090,0.7044
sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8384
muscular stomach,muscle belly,http://purl.obolibrary.org/obo/UBERON_0010938,0.8476
musculature,musculature,http://purl.obolibrary.org/obo/UBERON_0001015,1.0000
musculature (encysted),musculature,http://purl.obolibrary.org/obo/UBERON_0001015,0.8744
musculature of rib cage,thoracic rib cage,http://purl.obolibrary.org/obo/UBERON_0003252,0.7808
nail corium,nail,http://purl.obolibrary.org/obo/UBERON_0001705,0.6951
3rd toe,toe disc,http://purl.obolibrary.org/obo/UBERON_4200151,0.6596
rt f leg,leg,http://purl.obolibrary.org/obo/UBERON_0000978,0.5864
nares,naris,http://purl.obolibrary.org/obo/UBERON_0000003,0.7840
nares,naris,http://purl.obolibrary.org/obo/UBERON_0000003,0.7840
fins,fin,http://purl.obolibrary.org/obo/UBERON_0008897,0.7284
nares- nasal cavity,nasal cavity,http://purl.obolibrary.org/obo/UBERON_0001707,0.7823
nares,naris,http://purl.obolibrary.org/obo/UBERON_0000003,0.7840
trachea,trachea,http://purl.obolibrary.org/obo/UBERON_0003126,1.0000
nasal capsule,nasal capsule,http://purl.obolibrary.org/obo/UBERON_0006332,1.0000
nasal cavities,nasal cavity,http://purl.obolibrary.org/obo/UBERON_0001707,0.8292
nasal cavity,nasal cavity,http://purl.obolibrary.org/obo/UBERON_0001707,1.0000
nasal cavity,nasal cavity,http://purl.obolibrary.org/obo/UBERON_0001707,1.0000
